customer_id_legacy,transaction_id,purchase_amount,purchase_date,product_category,customer_rating,purchase_amount_aug,customer_id_new,social_media_platform,engagement_score,purchase_interest_score,review_sentiment,customer_engagement_score,rolling_avg_3,rolling_avg_5,total_purchases,average,fine,neutral,normal,okay
174,1009,228.0,2024-01-09,Electronics,3.8,0.3793590097185353,A103,Instagram,0.7777777777777778,0.32499999999999996,Positive,0.4923551398737834,0.3793590097185353,0.3793590097185353,9,0.0,0.0,0.0,0.0,0.0
174,1009,228.0,2024-01-09,Electronics,3.8,0.3793590097185353,A103,Facebook,0.5858585858585859,0.65,Positive,0.53952180654045,0.3793590097185353,0.3793590097185353,9,0.0,0.0,0.0,0.0,0.0
174,1009,228.0,2024-01-09,Electronics,3.8,0.3793590097185353,A103,Instagram,0.5858585858585859,0.42500000000000004,Negative,0.46302180654045,0.3793590097185353,0.3793590097185353,9,0.0,0.0,0.0,0.0,0.0
174,1010,112.0,2024-01-10,Sports,2.6,0.11650802872327914,A103,Instagram,0.7777777777777778,0.32499999999999996,Positive,0.4056143161453488,0.2917420160534499,0.31364626446972127,9,0.0,0.0,0.0,0.0,0.0
174,1010,112.0,2024-01-10,Sports,2.6,0.11650802872327914,A103,Facebook,0.5858585858585859,0.65,Positive,0.4527809828120155,0.20412502238836452,0.27421861732043284,9,0.0,0.0,0.0,0.0,0.0
174,1010,112.0,2024-01-10,Sports,2.6,0.11650802872327914,A103,Instagram,0.5858585858585859,0.42500000000000004,Negative,0.3762809828120155,0.11650802872327914,0.2216484211213816,9,0.0,0.0,0.0,0.0,0.0
174,1204,125.59879776038292,2024-01-24,Sports,2.6,0.11650802872327914,A103,Instagram,0.7777777777777778,0.32499999999999996,Positive,0.4056143161453488,0.11650802872327914,0.16907822492233038,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
174,1204,125.59879776038292,2024-01-24,Sports,2.6,0.11650802872327914,A103,Facebook,0.5858585858585859,0.65,Positive,0.4527809828120155,0.11650802872327914,0.11650802872327914,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
174,1204,125.59879776038292,2024-01-24,Sports,2.6,0.11650802872327914,A103,Instagram,0.5858585858585859,0.42500000000000004,Negative,0.3762809828120155,0.11650802872327914,0.11650802872327914,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1040,157.0,2024-02-09,Books,3.5,0.2258616191654286,A106,Facebook,1.0,0.8,Negative,0.6765343343245915,0.2258616191654286,0.2258616191654286,10,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1158,157.0,2024-02-09,Books,3.5,0.2258616191654286,A106,Facebook,1.0,0.8,Negative,0.6765343343245915,0.2258616191654286,0.2258616191654286,10,0.0,0.0,0.0,0.0,0.0
146,1165,152.18725991367842,2024-02-11,Books,3.5,0.2258616191654286,A106,Facebook,1.0,0.8,Negative,0.6765343343245915,0.2258616191654286,0.2258616191654286,10,0.0,0.0,0.0,0.0,0.0
146,1066,356.0,2024-03-06,Groceries,1.4,0.6039752471423732,A106,Facebook,1.0,0.8,Negative,0.8013118315569832,0.3518994951577435,0.3203900261596647,10,0.0,0.0,0.0,0.0,0.0
146,1150,356.0,2024-03-06,Groceries,1.4,0.6039752471423732,A106,Facebook,1.0,0.8,Negative,0.8013118315569832,0.47793737115005835,0.37710707035620644,10,0.0,0.0,0.0,0.0,0.0
146,1166,356.0,2024-03-06,Groceries,1.4,0.6039752471423732,A106,Facebook,1.0,0.8,Negative,0.8013118315569832,0.6039752471423732,0.45272979595159535,10,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1173,360.72581858753017,2024-03-08,Groceries,1.4,0.6039752471423732,A106,Facebook,1.0,0.8,Negative,0.8013118315569832,0.6039752471423732,0.5283525215469842,10,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1194,357.5166697872328,2024-03-23,Groceries,1.4,0.6039752471423732,A106,Facebook,1.0,0.8,Negative,0.8013118315569832,0.6039752471423732,0.6039752471423732,10,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1144,473.0,2024-05-23,Sports,4.1,0.9256606887683276,A106,Facebook,1.0,0.8,Negative,0.9074680272935481,0.7112037276843579,0.668312335467564,10,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1194,500.79214300794456,2024-06-04,Sports,4.1,0.9256606887683276,A106,Facebook,1.0,0.8,Negative,0.9074680272935481,0.8184322082263429,0.732649423792755,10,0.0,0.0,0.0,0.0,0.0
141,1033,219.0,2024-02-02,Groceries,1.4,0.3718885521195593,A107,Twitter,0.9696969696969697,0.22499999999999998,Neutral,0.5192232221994546,0.3718885521195593,0.3718885521195593,24,0.0,0.0,0.0,0.0,0.0
141,1033,219.0,2024-02-02,Groceries,1.4,0.3718885521195593,A107,Facebook,0.6262626262626263,0.8500000000000001,Positive,0.6183898888661212,0.3718885521195593,0.3718885521195593,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
141,1033,219.0,2024-02-02,Groceries,1.4,0.3718885521195593,A107,Twitter,0.7373737373737375,0.8,Positive,0.638056555532788,0.3718885521195593,0.3718885521195593,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
138,1050,274.0,2024-02-19,Electronics,1.1,0.43771005563294707,A107,Twitter,0.9696969696969697,0.22499999999999998,Neutral,0.5409443183588726,0.3938290532906885,0.38834392799790624,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
138,1050,274.0,2024-02-19,Electronics,1.1,0.43771005563294707,A107,Facebook,0.6262626262626263,0.8500000000000001,Positive,0.6401109850255393,0.41576955446181785,0.3982171535249144,24,0.0,0.0,0.0,0.0,0.0
138,1050,274.0,2024-02-19,Electronics,1.1,0.43771005563294707,A107,Twitter,0.7373737373737375,0.8,Positive,0.6597776516922059,0.43771005563294707,0.411381454227592,24,0.0,0.0,0.0,0.0,0.0
136,1136,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Twitter,0.9696969696969697,0.22499999999999998,Neutral,0.6839431648737749,0.5821533349409292,0.5112117225150589,24,0.0,0.0,0.0,0.0,0.0
136,1136,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Facebook,0.6262626262626263,0.8500000000000001,Positive,0.7831098315404417,0.7265966142489114,0.6110419908025257,24,0.0,0.0,0.0,0.0,0.0
136,1136,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Twitter,0.7373737373737375,0.8,Positive,0.8027764982071083,0.8710398935568936,0.6977079583873149,24,0.0,0.0,0.0,0.0,0.0
136,1136,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Twitter,0.9696969696969697,0.22499999999999998,Neutral,0.6839431648737749,0.8710398935568936,0.7843739259721042,24,0.0,0.0,0.0,0.0,0.0
136,1136,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Facebook,0.6262626262626263,0.8500000000000001,Positive,0.7831098315404417,0.8710398935568936,0.8710398935568936,24,0.0,0.0,0.0,0.0,0.0
136,1136,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Twitter,0.7373737373737375,0.8,Positive,0.8027764982071083,0.8710398935568936,0.8710398935568936,24,0.0,0.0,0.0,0.0,0.0
136,1222,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Twitter,0.9696969696969697,0.22499999999999998,Neutral,0.6839431648737749,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
136,1222,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Facebook,0.6262626262626263,0.8500000000000001,Positive,0.7831098315404417,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
136,1222,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Twitter,0.7373737373737375,0.8,Positive,0.8027764982071083,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
136,1222,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Twitter,0.9696969696969697,0.22499999999999998,Neutral,0.6839431648737749,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
136,1222,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Facebook,0.6262626262626263,0.8500000000000001,Positive,0.7831098315404417,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
136,1222,452.0,2024-05-15,Electronics,2.5,0.8710398935568936,A107,Twitter,0.7373737373737375,0.8,Positive,0.8027764982071083,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
136,1154,478.3723770868628,2024-06-10,Electronics,2.5,0.8710398935568936,A107,Twitter,0.9696969696969697,0.22499999999999998,Neutral,0.6839431648737749,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
136,1154,478.3723770868628,2024-06-10,Electronics,2.5,0.8710398935568936,A107,Facebook,0.6262626262626263,0.8500000000000001,Positive,0.7831098315404417,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
136,1154,478.3723770868628,2024-06-10,Electronics,2.5,0.8710398935568936,A107,Twitter,0.7373737373737375,0.8,Positive,0.8027764982071083,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
136,1154,478.3723770868628,2024-06-10,Electronics,2.5,0.8710398935568936,A107,Twitter,0.9696969696969697,0.22499999999999998,Neutral,0.6839431648737749,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
136,1154,478.3723770868628,2024-06-10,Electronics,2.5,0.8710398935568936,A107,Facebook,0.6262626262626263,0.8500000000000001,Positive,0.7831098315404417,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
136,1154,478.3723770868628,2024-06-10,Electronics,2.5,0.8710398935568936,A107,Twitter,0.7373737373737375,0.8,Positive,0.8027764982071083,0.8710398935568936,0.8710398935568936,24,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
192,1002,332.0,2024-01-02,Electronics,4.2,0.5858261802223387,A108,Unknown,0.0,0.550248344370861,Neutral,0.38040707655946454,0.5858261802223387,0.5858261802223387,2,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
192,1078,491.0,2024-03-18,Books,3.9,0.91955561990658,A108,Unknown,0.0,0.550248344370861,Neutral,0.4905377916552641,0.7526909000644593,0.7526909000644593,2,0.0,0.0,0.0,0.0,0.0
192,1002,332.0,2024-01-02,Electronics,4.2,0.5858261802223387,A110,Unknown,0.0,0.550248344370861,Neutral,0.38040707655946454,0.5858261802223387,0.5858261802223387,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
192,1078,491.0,2024-03-18,Books,3.9,0.91955561990658,A110,Unknown,0.0,0.550248344370861,Neutral,0.4905377916552641,0.7526909000644593,0.7526909000644593,9,0.0,0.0,0.0,0.0,0.0
162,1079,101.0,2024-03-19,Books,4.2,0.10935713386706353,A110,Unknown,0.0,0.550248344370861,Neutral,0.22317229126222374,0.5382463113319941,0.5382463113319941,9,0.0,0.0,0.0,0.0,0.0
162,1079,101.0,2024-03-19,Books,4.2,0.10935713386706353,A110,Unknown,0.0,0.550248344370861,Neutral,0.22317229126222374,0.3794232958802357,0.4310240169657614,9,0.0,0.0,0.0,0.0,0.0
194,1088,130.0,2024-03-28,Electronics,2.4,0.15627348674534583,A110,Unknown,0.0,0.550248344370861,Neutral,0.2386546877120569,0.12499591815982429,0.3760739109216783,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
162,1116,343.0,2024-04-25,Books,1.4,0.6485446169393136,A110,Unknown,0.0,0.550248344370861,Neutral,0.40110416067606625,0.3047250791839076,0.3886175982650733,9,0.0,0.0,0.0,0.0,0.0
162,1116,343.0,2024-04-25,Books,1.4,0.6485446169393136,A110,Unknown,0.0,0.550248344370861,Neutral,0.40110416067606625,0.484454240207991,0.3344153976716201,9,0.0,0.0,0.0,0.0,0.0
162,1214,343.0,2024-04-25,Books,1.4,0.6485446169393136,A110,Unknown,0.0,0.550248344370861,Neutral,0.40110416067606625,0.6485446169393136,0.44225289428607006,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
162,1214,343.0,2024-04-25,Books,1.4,0.6485446169393136,A110,Unknown,0.0,0.550248344370861,Neutral,0.40110416067606625,0.6485446169393136,0.55009039090052,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
179,1036,490.0,2024-02-05,Clothing,1.7,0.96510961864878,A111,Instagram,0.98989898989899,0.7749999999999999,Negative,0.9086528408207641,0.96510961864878,0.96510961864878,6,0.0,0.0,0.0,0.0,0.0
179,1202,490.0,2024-02-05,Clothing,1.7,0.96510961864878,A111,Instagram,0.98989898989899,0.7749999999999999,Negative,0.9086528408207641,0.96510961864878,0.96510961864878,6,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
183,1060,247.0,2024-02-29,Electronics,4.8,0.41234051336481814,A111,Instagram,0.98989898989899,0.7749999999999999,Negative,0.7262390360770568,0.7808532502207927,0.7808532502207927,6,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
183,1237,242.65122279719463,2024-03-30,Electronics,4.8,0.41234051336481814,A111,Instagram,0.98989898989899,0.7749999999999999,Negative,0.7262390360770568,0.5965968817928055,0.6887250660067991,6,0.0,0.0,0.0,0.0,0.0
179,1097,274.0,2024-04-06,Groceries,4.3,0.4951453859867324,A111,Instagram,0.98989898989899,0.7749999999999999,Negative,0.7535646440422885,0.43994213757212286,0.6500091300027857,6,0.0,0.0,0.0,0.0,0.0
179,1231,273.3546604243238,2024-04-09,Groceries,4.3,0.4951453859867324,A111,Instagram,0.98989898989899,0.7749999999999999,Negative,0.7535646440422885,0.46754376177942764,0.5560162834703762,6,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1040,157.0,2024-02-09,Books,3.5,0.2258616191654286,A113,Facebook,0.98989898989899,0.42500000000000004,Neutral,0.5457010009912582,0.2258616191654286,0.2258616191654286,20,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1040,157.0,2024-02-09,Books,3.5,0.2258616191654286,A113,Instagram,0.5050505050505051,0.0,Positive,0.24120100099125813,0.2258616191654286,0.2258616191654286,20,0.0,0.0,0.0,0.0,0.0
146,1158,157.0,2024-02-09,Books,3.5,0.2258616191654286,A113,Facebook,0.98989898989899,0.42500000000000004,Neutral,0.5457010009912582,0.2258616191654286,0.2258616191654286,20,0.0,0.0,0.0,0.0,0.0
146,1158,157.0,2024-02-09,Books,3.5,0.2258616191654286,A113,Instagram,0.5050505050505051,0.0,Positive,0.24120100099125813,0.2258616191654286,0.2258616191654286,20,0.0,0.0,0.0,0.0,0.0
146,1165,152.18725991367842,2024-02-11,Books,3.5,0.2258616191654286,A113,Facebook,0.98989898989899,0.42500000000000004,Neutral,0.5457010009912582,0.2258616191654286,0.2258616191654286,20,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1165,152.18725991367842,2024-02-11,Books,3.5,0.2258616191654286,A113,Instagram,0.5050505050505051,0.0,Positive,0.24120100099125813,0.2258616191654286,0.2258616191654286,20,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1066,356.0,2024-03-06,Groceries,1.4,0.6039752471423732,A113,Facebook,0.98989898989899,0.42500000000000004,Neutral,0.6704784982236498,0.35189949515774344,0.30148434476081754,20,0.0,0.0,0.0,0.0,0.0
146,1066,356.0,2024-03-06,Groceries,1.4,0.6039752471423732,A113,Instagram,0.5050505050505051,0.0,Positive,0.3659784982236498,0.4779373711500583,0.37710707035620644,20,0.0,0.0,0.0,0.0,0.0
146,1150,356.0,2024-03-06,Groceries,1.4,0.6039752471423732,A113,Facebook,0.98989898989899,0.42500000000000004,Neutral,0.6704784982236498,0.6039752471423732,0.45272979595159535,20,0.0,0.0,0.0,0.0,0.0
146,1150,356.0,2024-03-06,Groceries,1.4,0.6039752471423732,A113,Instagram,0.5050505050505051,0.0,Positive,0.3659784982236498,0.6039752471423732,0.5283525215469843,20,0.0,0.0,0.0,0.0,0.0
146,1166,356.0,2024-03-06,Groceries,1.4,0.6039752471423732,A113,Facebook,0.98989898989899,0.42500000000000004,Neutral,0.6704784982236498,0.6039752471423732,0.6039752471423732,20,0.0,0.0,0.0,0.0,0.0
146,1166,356.0,2024-03-06,Groceries,1.4,0.6039752471423732,A113,Instagram,0.5050505050505051,0.0,Positive,0.3659784982236498,0.6039752471423732,0.6039752471423732,20,0.0,0.0,0.0,0.0,0.0
146,1173,360.72581858753017,2024-03-08,Groceries,1.4,0.6039752471423732,A113,Facebook,0.98989898989899,0.42500000000000004,Neutral,0.6704784982236498,0.6039752471423732,0.6039752471423732,20,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1173,360.72581858753017,2024-03-08,Groceries,1.4,0.6039752471423732,A113,Instagram,0.5050505050505051,0.0,Positive,0.3659784982236498,0.6039752471423732,0.6039752471423732,20,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1194,357.5166697872328,2024-03-23,Groceries,1.4,0.6039752471423732,A113,Facebook,0.98989898989899,0.42500000000000004,Neutral,0.6704784982236498,0.6039752471423732,0.6039752471423732,20,0.0,0.0,0.0,0.0,0.0
146,1194,357.5166697872328,2024-03-23,Groceries,1.4,0.6039752471423732,A113,Instagram,0.5050505050505051,0.0,Positive,0.3659784982236498,0.6039752471423732,0.6039752471423732,20,0.0,0.0,0.0,0.0,0.0
146,1144,473.0,2024-05-23,Sports,4.1,0.9256606887683276,A113,Facebook,0.98989898989899,0.42500000000000004,Neutral,0.7766346939602149,0.711203727684358,0.668312335467564,20,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1144,473.0,2024-05-23,Sports,4.1,0.9256606887683276,A113,Instagram,0.5050505050505051,0.0,Positive,0.4721346939602148,0.8184322082263428,0.7326494237927549,20,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
146,1194,500.79214300794456,2024-06-04,Sports,4.1,0.9256606887683276,A113,Facebook,0.98989898989899,0.42500000000000004,Neutral,0.7766346939602149,0.9256606887683276,0.7969865121179458,20,0.0,0.0,0.0,0.0,0.0
146,1194,500.79214300794456,2024-06-04,Sports,4.1,0.9256606887683276,A113,Instagram,0.5050505050505051,0.0,Positive,0.4721346939602148,0.9256606887683276,0.8613236004431368,20,0.0,0.0,0.0,0.0,0.0
129,1019,280.0,2024-01-19,Electronics,4.0,0.5190517352472978,A114,Facebook,0.8787878787878789,0.95,Negative,0.7842870726316082,0.5190517352472978,0.5190517352472978,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
191,1034,94.0,2024-02-03,Electronics,3.0,0.09039923604270098,A114,Facebook,0.8787878787878789,0.95,Negative,0.6428317478940914,0.30472548564499935,0.30472548564499935,9,0.0,0.0,0.0,0.0,0.0
191,1218,94.0,2024-02-03,Electronics,3.0,0.09039923604270098,A114,Facebook,0.8787878787878789,0.95,Negative,0.6428317478940914,0.23328340244423326,0.23328340244423326,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
129,1216,278.2899817499856,2024-02-04,Electronics,4.0,0.5190517352472978,A114,Facebook,0.8787878787878789,0.95,Negative,0.7842870726316082,0.2332834024442332,0.30472548564499935,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
191,1152,113.22291957964612,2024-02-24,Electronics,3.0,0.09039923604270098,A114,Facebook,0.8787878787878789,0.95,Negative,0.6428317478940914,0.2332834024442332,0.2618602357245397,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
191,1061,460.0,2024-03-01,Sports,4.6,0.9123942701612939,A114,Facebook,0.8787878787878789,0.95,Negative,0.914090109153227,0.5072817471504308,0.3405287427073389,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
139,1095,392.0,2024-04-04,Clothing,4.6,0.7353570117991224,A114,Facebook,0.8787878787878789,0.95,Negative,0.8556678138937104,0.579383506001039,0.46952029785862315,9,0.0,0.0,0.0,0.0,0.0
139,1211,392.0,2024-04-04,Clothing,4.6,0.7353570117991224,A114,Facebook,0.8787878787878789,0.95,Negative,0.8556678138937104,0.7943694312531795,0.5985118530099074,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
139,1201,391.0549684354312,2024-04-16,Clothing,4.6,0.7353570117991224,A114,Facebook,0.8787878787878789,0.95,Negative,0.8556678138937104,0.7353570117991224,0.6417729083202723,9,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
199,1012,280.0,2024-01-12,Electronics,1.6,0.4864913426122567,A116,Twitter,0.787878787878788,0.025000000000000022,Negative,0.42904214306204475,0.4864913426122567,0.4864913426122567,70,0.0,0.0,0.0,0.0,0.0
199,1012,280.0,2024-01-12,Electronics,1.6,0.4864913426122567,A116,LinkedIn,0.8989898989898991,0.35,Neutral,0.5762088097287115,0.4864913426122567,0.4864913426122567,70,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
199,1012,280.0,2024-01-12,Electronics,1.6,0.4864913426122567,A116,Instagram,0.8181818181818182,0.8999999999999999,Neutral,0.7365421430620447,0.4864913426122567,0.4864913426122567,70,0.0,0.0,0.0,0.0,0.0
199,1012,280.0,2024-01-12,Electronics,1.6,0.4864913426122567,A116,TikTok,0.8383838383838385,0.04999999999999999,Negative,0.45420880972871147,0.4864913426122567,0.4864913426122567,70,0.0,0.0,0.0,0.0,0.0
199,1012,280.0,2024-01-12,Electronics,1.6,0.4864913426122567,A116,Twitter,0.787878787878788,0.025000000000000022,Negative,0.42904214306204475,0.4864913426122567,0.4864913426122567,70,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
199,1172,280.0,2024-01-12,Electronics,1.6,0.4864913426122567,A116,Twitter,0.787878787878788,0.025000000000000022,Negative,0.42904214306204475,0.4864913426122567,0.4864913426122567,70,0.0,0.0,0.0,0.0,0.0
199,1172,280.0,2024-01-12,Electronics,1.6,0.4864913426122567,A116,LinkedIn,0.8989898989898991,0.35,Neutral,0.5762088097287115,0.4864913426122567,0.4864913426122567,70,0.0,0.0,0.0,0.0,0.0
199,1172,280.0,2024-01-12,Electronics,1.6,0.4864913426122567,A116,Instagram,0.8181818181818182,0.8999999999999999,Neutral,0.7365421430620447,0.4864913426122567,0.4864913426122567,70,0.0,0.0,0.0,0.0,0.0
199,1172,280.0,2024-01-12,Electronics,1.6,0.4864913426122567,A116,TikTok,0.8383838383838385,0.04999999999999999,Negative,0.45420880972871147,0.4864913426122567,0.4864913426122567,70,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
199,1172,280.0,2024-01-12,Electronics,1.6,0.4864913426122567,A116,Twitter,0.787878787878788,0.025000000000000022,Negative,0.42904214306204475,0.4864913426122567,0.4864913426122567,70,0.0,0.0,0.0,0.0,0.0
101,1017,271.0,2024-01-17,Books,2.1,0.5208898655290494,A116,Twitter,0.787878787878788,0.025000000000000022,Negative,0.4403936556245864,0.4979575169178543,0.4933710471956152,70,0.0,0.0,0.0,0.0,0.0
101,1017,271.0,2024-01-17,Books,2.1,0.5208898655290494,A116,LinkedIn,0.8989898989898991,0.35,Neutral,0.5875603222912531,0.5094236912234518,0.5002507517789738,70,0.0,0.0,0.0,0.0,0.0
101,1017,271.0,2024-01-17,Books,2.1,0.5208898655290494,A116,Instagram,0.8181818181818182,0.8999999999999999,Neutral,0.7478936556245863,0.5208898655290494,0.5071304563623322,70,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579,0.4472135954999579
